comments_count,attitudes_count,积极,region_name,screen_name,topic_struct,text_raw
0,0,积极,未知,新浪视频,女子称相亲见面遭男方踹伤,【女子称相亲见面遭男方踹伤：已报警，对方赔偿了1500元怒】据搜狐千里眼报道：近日，山东济南。李女士（化名）分享了自己第一次相亲遭遇暴力对待的经历。据李女士介绍，这次相亲是通过家里介绍的，那天见面对方找错了地点，自己指出错误后，他可能因为被驳了面子而不满，还凶狠地质问什么意思。自己见状认为已无法共进午餐就准备离开，这时他又突然踹了自己一脚，擦破了皮，随后便立即前往附近的超市寻求帮助，指出有监控后他才停止了辱骂。目前李女士已经报警，经民警协调，男方赔偿了1500元。
7,20,积极,未知,头条新闻,女子称相亲见面遭男方踹伤,【女子称相亲见面遭男方踹伤：已报警，对方赔偿了1500元怒】据搜狐千里眼报道：近日，山东济南。李女士（化名）分享了自己第一次相亲遭遇暴力对待的经历。据李女士介绍，这次相亲是通过家里介绍的，那天见面对方找错了地点，自己指出错误后，他可能因为被驳了面子而不满，还凶狠地质问什么意思。自己见状认为已无法共进午餐就准备离开，这时他又突然踹了自己一脚，擦破了皮，随后便立即前往附近的超市寻求帮助，指出有监控后他才停止了辱骂。目前李女士已经报警，经民警协调，男方赔偿了1500元。
0,3,积极,未知,新浪军事,硬核军迷,【俄军教官分享战场生存小技巧】硬核军迷
7,7,积极,上海,排球评论员-贱言贱语,无,球迷锐评东京队服挺好看的，起到了一个造型上的作用允悲允悲允悲
2,2,积极,未知,新浪娱乐,夏克立不告黄嘉千好友了;霍尊和女友挽手看话剧;唐艺昕幼儿园接女儿放学;李小璐带甜馨参加董璇女儿生日会,【午间娱乐播报】 夏克立不告黄嘉千好友了
0,0,积极,未知,陕西省文化和旅游厅,三秦四季;文明旅游,三秦四季文明旅游 这里有一份世博园交通攻略，请查收给你小心心 小编倡导大家绿色出行，文明旅游 ！
0,0,积极,未知,新浪新闻滚动,山西一公职人员小区遇刺身亡 嫌疑人被抓,【山西一公职人员小区遇刺身亡 嫌疑人被抓】山西沁县一小区发生持刀刺死他人案，遇害者系一名公职人员，嫌疑人已被警方控制，案件正在进一步侦办中新浪新闻
81,143,积极,未知,人民日报,30秒新手包粽子不翻车教程;包粽子一看就会一做就废,【收藏！30秒新手包粽子不翻车教程】端午节就快到了，哪款粽子是你的最爱？只会吃粽子不会包？跟着视频试试包粽子一看就会一做就废
0,0,积极,未知,小白-看财经,日本2023年总和生育率降至1.2,【日本2023年总和生育率降至12 创历史最低】日本厚生劳动省当地时间5日发布统计数据显示，日本2023年总和生育率为120，连续8年减少，创历史新低。总和生育率一般指一个国家或地区的育龄女性平均生育的子女数。（央视新闻）
0,0,积极,未知,财经评论,京东前AI掌门人创立公司被曝高层动荡;大模型创业退潮了吗,【京东前AI掌门人创立公司被曝高层动荡大模型创业退潮了吗】近日，清华系大模型创业公司衔远科技发生人事变动。新浪科技获悉，衔远科技创始人、前京东AI掌门人周伯文不再主持公司事务，他的下一站可能是上海人工智能实验室担任主任职务。有知情人士对新浪科技透露，除了周伯文外，该公司合伙人兼营销副总裁宁宁、解决方案负责人谢伟，衔远科技销售负责人潘银，以及后来从京东招来的销售张鑫等人，均已离职。不仅如此，算法负责人陈华清也疑似离开，目前算法部门由一位周姓博士接管。曾经由各大厂团队组建的明星企业衔远科技，恐将成为大模型创业中的“下一粒尘埃”。（新浪科技）
0,0,积极,未知,新浪看点,韩国一小学生狂扇副校长耳光,【韩国一小学生狂扇副校长耳光母亲得知后竟暴打班主任】据韩国YTN电视台报道，6月3日，韩国全州一名小学生无故早退，被劝阻后竟然殴打辱骂副校长，视频曝光后引发舆论哗然。画面显示，这名3年级的男生一边骂脏话，一边扇副校长耳光，足足打了6下才住手。他还咬住副校长的手臂并吐口水。期间，副校长未还手。随后小学生擅自离校，他的母亲闻讯赶到学校后，不仅没有道歉，反而把班主任打了一顿，导致班主任报警求助。报道说，该学生在其它学校闯祸后，被强制转学到这里，但他不知悔改，依旧经常惹事。校方虽然多次约谈其母亲，但其母亲反而指责学校管理不力。人民日报海外版海外网
1,6,积极,陕西,沙姆雄狮_EL,以色列战犯的言论存档,以色列战犯的言论存档以色列国防军第252师的军官亚伊尔·马恩中校是空袭加沙地区的监督官之一，他公开承认入侵汗尤尼斯市的行动目标就是摧毁巴勒斯坦人的居住家园，他还多次公开庆祝摧毁巴勒斯坦人的住宅和民用基础设施，同时引用早已被揭穿的以色列官方虚假宣传来煽动对巴勒斯坦平民进行无差别屠杀。
0,0,积极,未知,育见新闻,全民观高考;全景式观高考;2024高考加油,在每年的高考大军中，有一群特别的考生——他们既是艺术的追梦人，也是高考的奋斗者。2024新艺考，有哪些“变”与“不变”？今天我们一同走近一位陕西考生的故事。全民观高考全景式观高考2024高考加油
0,0,积极,未知,新浪看点,你多久洗一次枕芯;比枕套更油更脏的其实是枕芯,【你多久洗一次枕芯？】大家都知道枕套要定期洗，却容易忽略枕芯。多项研究表明，枕头、床垫的尘螨平均浓度，在室内对比下遥遥领先。而能让尘螨安居乐业、繁衍后代的最佳住所，就是常年不洗的枕芯。首先，尘螨要感谢人类提供了皮脂皮屑、毛发，这些是它们最爱吃的食物。研究显示，人体每天会脱落072克皮屑，70100根头发，还有不计其数的皮脂、汗液。尤其是枕在上面的脸部和头部，相比其它部位的皮肤有更多皮脂腺，能分泌更多皮脂。这些东西，不仅会留在枕套上，更会透过枕套，渗进疏松多孔的枕芯里。比枕套更油更脏的其实是枕芯
0,0,积极,未知,陕西省文化和旅游厅,陕西;西安多个客运站已预售端午节汽车票,陕西【部分旅游出行线路供给多样西安多个客运站已预售端午节汽车票】2024年端午节假期为6月8日至10日，为方便广大旅客出行，记者从西安市内多个大型客运站获悉，端午的汽车班线已全面开售，部分旅游线路的车票供给比较多样。陕西省西安汽车站端午期间车票全面开启预售，截至6月3日已预售车票3000余张，推出20余条旅游班线和多条旅游直通车线路。纺织城客运站提前30天预售车票，旅客可以在纺织城客运站搭乘景区直通车游览10余条小众旅游线路。城南客运站热点线路仍然集中在安康、镇安、柞水、商州、洛南、鄠邑等部分客运线路。
0,0,积极,未知,环球电竞,英雄联盟手游超级联赛;英雄联盟手游;英雄联盟手游赛事,英雄联盟手游超级联赛 今日解说主持预告 英雄联盟手游英雄联盟手游赛事
0,0,积极,未知,陕西省文化和旅游厅,文化陕西,文化陕西【陕西电影高质量发展迈上新台阶】5月17日，陕西本土电影《摩登澡堂》在西安举办首映礼。该片是2022年度陕西省重大文化精品项目，入围第16届FIRST青年电影展产业放映单元，获得“最佳网播奖”。影片通过细腻的情感刻画，讲述了修脚师在时代变迁中一步步打破社会偏见的故事，得到了观影者的认可和好评。详情戳
1,2,积极,未知,陕西省文化和旅游厅,文化陕西;文化中国行看陕西之美,文化陕西文化中国行看陕西之美【熔古铸今 创新传承】游目千载，对话古今。陕西历史博物馆秦汉馆展览开放纪实，一起感受博物馆的奇妙漫游！陕西历史博物馆
0,0,积极,未知,陕西省文化和旅游厅,文旅君分享;古诗词中的芒种唯美又治愈;文化中国行上下五千年;人间好时节,文旅君分享 【古诗词中的芒种唯美又治愈】“时雨及芒种，四野皆插秧。”芒种至，盛夏始。仲夏的风，吹黄了麦浪，吹散了梅香，愿你心有所期，忙而不茫文化中国行上下五千年人间好时节
1,127,积极,未知,头条新闻,工作中暑算工伤吗;你领取高温津贴了吗,工作中暑算工伤吗？《防暑降温措施管理办法》明确规定，劳动者从事高温作业的，依法享受岗位津贴。其中提到，用人单位安排劳动者在35以上高温天气从事室外露天作业，以及不能采取有效措施将工作场所温度降低到33以下的，应当向劳动者发放高温津贴，并纳入工资总额。你领取高温津贴了吗？
0,0,积极,未知,新知悦生活,宋佳钟楚曦双A大片,宋佳钟楚曦GLASS六月刊大片出炉！ 期待两位合作的电影《好东西》！ viaGLASS中文版 宋佳钟楚曦双A大片
0,13,积极,北京,Bruce_Segal,无,哇美！九钱算六卦易拉罐精灵棉花没绒包妈妈千泷Evagozte桔祥天女 妈妈诺斯Arno 魯米瑟Rumithe 挂在半空中的栗子 一文懒狗 竹芒不驚 转发微博
0,1,积极,未知,新浪圈子,宋佳钟楚曦双A大片,宋佳钟楚曦GLASS六月刊大片出炉！ 期待两位合作的电影《好东西》！ viaGLASS中文版 宋佳钟楚曦双A大片
0,0,积极,未知,小白-看财经,比特币一度突破71000美元;业内人士预计比特币年底前有望突破10万美元,比特币一度突破71000美元【看图：比特币迈向3月以来最长连涨业内人士预计比特币年底前有望突破10万美元】比特币一度突破71000美元，迈向连续第五个交易日上涨，反映出全球市场对美联储今年降息前景的信心增强。作为全球最大数字资产的比特币迈向三个月来最长连涨记录，伦敦时间周三0500，报70977美元，仅比3月中旬触及的纪录高点73798低约4。交易员预计美联储最早11月降息的可能性增大，因数据暗示美国通胀放缓、就业市场走软。一些美国国债收益率创下年内最大两日跌幅，金融环境的放松可能有助于像加密货币这样的投机性资产。FundstratGlobalAdvisors数字资产策略副总裁TomCouture在报告中表示，加密货币资产对利率下降前景做出了积极的反应。GalaxyDigital的亿万富翁创始人兼首席执行官MichaelNovogratz表示，美国政治环境对数字资产来说更加积极，可能有助于推动比特币在年底前迈向创纪录的100000美元，甚至更高水平。
0,1,积极,未知,新浪军事,英改革党党魁竞选活动中被泼奶昔,英改革党党魁竞选活动中被泼奶昔【选前乱局！英媒：英国右翼“改革党”党魁法拉奇竞选活动中被泼奶昔】据英国广播公司（BBC）、路透社报道，英国右翼“改革党”新党魁奈杰尔法拉奇当地时间4日参加个人竞选活动时被泼奶昔。报道称，社交媒体上发布的视频显示，法拉奇4日于英格兰东南部滨海克拉克顿选区启动个人竞选活动，在他接受媒体采访后，离开一家酒吧时，一名女子突然将一杯香蕉奶昔泼到他脸上和西装外套上。据路透社报道，法拉奇在被保安带离现场时看起来没有受伤，随后他在社交媒体平台X上发布的一段视频中拿着杯子打趣道，“我的奶昔吸引所有人来集会”。据BBC报道，警方称，向法拉奇泼奶昔的25岁女子因涉嫌袭击罪被捕，并且警方在逮捕过程中还拘留了一名涉嫌袭击急救人员的男子，目前“两人仍被拘留审问”。这不是法拉奇第一次在竞选活动中被泼奶昔。路透社提到，2019年欧洲议会选举前，法拉奇在纽卡斯尔为英国“脱欧党”（“改革党”的前身）参加竞选活动时，也被人泼了奶昔。袭击者承认犯有普通袭击罪和刑事损害罪，并被勒令支付西装清洗费用。路透社称，法拉奇本月3日宣布将领导英国“改革党”并参加大选，这对英国首相苏纳克来说是又一个打击，且后者所在的保守党在目前民调中远远落后于工党。路透社提到，法拉奇因在2016年领导英国“脱欧”运动取得成功而知名，他的受欢迎程度也给许多保守党领导人施加了压力，迫使他们在移民问题上采取更强硬的态度。据新华社报道，英国议会5月30日正式解散。随着英国议会的解散，为期5周的大选竞选活动也随之展开。5月22日，英国首相苏纳克宣布，英国将于7月4日举行大选，并请求解散议会。英国国王查尔斯三世已批准这一请求。自2010年时任保守党领袖卡梅伦带领该党赢得大选以来，保守党一直是英国执政党。民意调查显示，自2022年10月苏纳克执政以来，反对党工党对保守党一直保持着两位数的领先优势。英国民调机构舆观调查公司最新民调结果显示，截至本月16日，保守党支持率仅为20，工党支持率为47。工党等党派不断施压，敦促苏纳克尽快举行大选。（环球网）
0,0,积极,未知,新浪圈子,胡文煊报警,胡文煊报警 了
0,0,积极,未知,南都周刊,深圳楼市二手房周成交量创3年新高,【深圳楼市二手房周成交量创3年新高】深圳楼市新政执行首周，乐有家深圳门店二手成交量环比上涨8，是近3年多时间里单周成交量的最高点。深圳贝壳研究院显示，上周的日均签约量环比5月1日到28日的日均签约量二手房增长67，新房增长107。网签方面，上周全市二手住宅共成交环比上涨15。但相较二手房成交的增长，新房网签量方面数据却有所回落。【南都·湾财社记者孙阳视频编辑萧子祺林意欣】
0,0,积极,未知,中国网新闻中心,意大利滑雪名将和女友坠崖身亡;意大利滑雪名将佩西翁和女友坠崖身亡,【意大利滑雪名将和女友坠崖身亡，被发现时两人绑在一起】意大利滑雪名将佩西翁和女友坠崖身亡当地时间4日，意大利著名滑雪运动员让丹尼尔·佩西翁和他的女友伊莉莎·阿里安从意大利泽比昂山2300英尺（约700米）处坠落身亡。意大利冬季运动联合会（FISI）发布的一份新闻稿称，28岁的意大利国家速滑队队员让丹尼尔·佩西翁和26岁的滑雪教练兼学校教师伊莉莎·阿里安“在一场悲惨的山体事故中”死亡。事故发生在意大利奥斯塔山谷地区的度假村山顶上。
0,0,积极,未知,新浪新闻滚动,患者家属回应剧组让小声点哭;跟新浪看热点;医院回应剧组让患者家属小声点哭,【患者家属回应剧组让小声点哭】跟新浪看热点近日，剧组ICU拍剧让患者家属哭小声点的事件引发关注。视频中，在医院ICU区域不远处，有疑似剧组工作人员架起一盏补光灯，对准一张病床进行照明，旁边还有部分摄像设备和工作人员。从视频拍摄角度看，剧组的布景设置已经占据了通道的一半空间。据澎湃新闻消息，事发时间是5月31日，地点为河南省郑州新郑市华信民生医院重症监护室门口。医院回应剧组让患者家属小声点哭6月5日，视频发布者余先生表示，4日剧组和医院负责人三方见面沟通已把误会解开，请大家理性看待，避免造成不必要的伤害。（沸点视频）
3,7,积极,未知,新浪热点,患者家属回应剧组让小声点哭;跟新浪看热点;医院回应剧组让患者家属小声点哭,【患者家属回应剧组让小声点哭】跟新浪看热点近日，剧组ICU拍剧让患者家属哭小声点的事件引发关注。视频中，在医院ICU区域不远处，有疑似剧组工作人员架起一盏补光灯，对准一张病床进行照明，旁边还有部分摄像设备和工作人员。从视频拍摄角度看，剧组的布景设置已经占据了通道的一半空间。据澎湃新闻消息，事发时间是5月31日，地点为河南省郑州新郑市华信民生医院重症监护室门口。医院回应剧组让患者家属小声点哭6月5日，视频发布者余先生表示，4日剧组和医院负责人三方见面沟通已把误会解开，请大家理性看待，避免造成不必要的伤害。（沸点视频）
23,27,积极,未知,观察者网,以军用白磷弹袭击黎巴嫩多地,【以军用白磷弹袭击黎巴嫩多地，黎真主党：已做好准备抗击以军进攻】据黎巴嫩国家通讯社4日报道，黎南部马尔卡巴镇等多地当天遭到以军白磷弹袭击。以军总参谋长哈莱维当天在以色列北部视察时表示，鉴于黎巴嫩真主党武装于黎以边境日常发动的袭击，以军即将就是否对黎巴嫩发动进攻做出决定，并表示以色列国防军已就此做好准备。据半岛电视台4日报道，黎巴嫩真主党武装方面表示，该武装已经做好准备抗击以军的进攻。据了解，白磷弹是一种利用了白磷在空气中自燃性质的燃烧弹，其杀伤力非常大。白磷碰到物体后会不断地燃烧，直到熄灭，因此，当白磷弹接触到人的身体后，皮肉会被穿透，然后再深入到骨头，是一种杀伤力较强，极不人道的燃烧武器。目前，国际法并未将白磷弹列入禁用范围，但其使用受到严格监管。据1980年联合国《禁止或限制使用某些可被认为具有过分伤害力或滥杀滥伤作用的常规武器公约》（《特定常规武器公约》）规定，这种武器会对平民造成严重威胁，不应在人口密集区使用。签约各国都不得使用白磷弹攻击平民和居民区，以色列于1995年3月22日签署加入了该公约。
0,1,积极,北京,微博中医药,国医的精诚力量,国医的精诚力量 小儿推拿，宝妈可以学一学 张鹏养生说
1,0,积极,未知,南阳交警,交警正能量,交警正能量【为民服务见行动，排忧解难暖民心】2024年6月4日上午，南阳市公安局交警支队综合大队接到市民群众张先生的来电，表扬执勤交警拾金不昧，并积极为老人送还手机的好人好事。6月4日上午10时许，张先生的母亲不慎将手机丢失，正在老人焦急万分的时候，张先生接到执勤交警打来的电话，称在三川御锦台附近拾到了老人电话，并在通讯录中联系到家人。考虑到老人年龄较大行动不便，执勤交警当即按照约定地点将手机送到老人手中。经了解，该执勤人员为高新大队巡逻辅警王昱龙。老人感激万分，连连称赞南阳交警的热心服务，并专门通过电话对执勤交警再次表达谢意。高新交警大队暖心服务群众体现职业素养，点滴小事展现交警形象，为他们点赞！
0,0,积极,未知,新知悦生活,墨雨云间只有中戏四个人没配音,墨雨云间只有中戏四个人没配音 有网友翻看墨雨云间配音表，发现只有这四位中戏的演员——男主萧蘅的扮演者王星越、女主父亲姜元柏的扮演者苏可、女主前夫沈玉容的扮演者梁永棋、暂时还没出场的琼枝扮演者吴佳怡，用的是自己的原音。
2,7,积极,陕西,沙姆雄狮_EL,俄乌局势,俄罗斯第200摩步旅的狙击手作战视频集锦，该部队只要在巴赫穆特——恰索夫亚尔方向作战。 俄乌局势
0,0,积极,未知,新浪视频,工作中暑算工伤吗;你领取高温津贴了吗,【工作中暑算工伤吗？】你领取高温津贴了吗？进入六月，高温来袭，根据规定，多地“打工人”自6月开始，可以领取高温津贴，补贴多在每月100元300元不等。快来看看你能领多少？《防暑降温措施管理办法》明确规定，劳动者从事高温作业的，依法享受岗位津贴。其中提到，用人单位安排劳动者在35以上高温天气从事室外露天作业，以及不能采取有效措施将工作场所温度降低到33以下的，应当向劳动者发放高温津贴，并纳入工资总额。这意味着，高温津贴是工资的组成部分，且防暑降温饮料不得充抵高温津贴。工作时中暑算工伤吗？各地的高温津贴标准大多针对室外露天工作，那么非露天劳动者能领到高温津贴吗？河北厚诺律师事务所律师雷家茂表示，若用人单位不能采取有效措施将作业场所温度降低到33以下不含33的，即使是非露天劳动者一般亦可享受高温津贴。随着夏季气温逐渐走高，“打工人”在高温下工作不免会感到身体不适。《防暑降温措施管理办法》第十九条规定，劳动者因高温作业或者高温天气作业引起中暑，经诊断为职业病的，享受工伤保险待遇。雷家茂解释，根据《职业病防治法》规定，劳动者可以在用人单位所在地、本人户籍所在地或者经常居住地依法承担职业病诊断的医疗卫生机构进行职业病诊断。当事人对职业病诊断有异议的，可以向作出诊断的医疗卫生机构所在地地方人民政府卫生行政部门申请鉴定。经鉴定为职业病的，职业病病人的诊疗、康复费用，伤残以及丧失劳动能力的职业病病人的社会保障，按照国家有关工伤保险的规定执行；若用人单位未为劳动者缴纳工伤保险的，则劳动者的医疗和生活保障由该用人单位承担。
0,0,积极,未知,新浪军事,澳大利亚将允许非公民入伍,【为扩充国防军，澳大利亚将允许非公民入伍】据美联社6月4日报道，澳大利亚政府4日表示，该国军队将启动招募非公民入伍，以扩充军人数量。报道称，只有来自“五眼联盟”（美国、英国、加拿大、澳大利亚、新西兰）其他成员国并拥有澳大利亚永久居留权的人才有资格被招募。澳大利亚副总理兼国防部长理查德·马尔斯说，此举是朝着解决澳大利亚国防军4400名人员缺口迈出的重要一步。澳大利亚国防军的目标是拥有636万名全职人员，而澳政府打算到2040年将这一数字增加到8万人。报道认为，澳大利亚相对低的失业率是不利于澳军方吸引和留住人员的因素之一。（参考消息）
5,14,积极,广西,半个柠檬先生,V影响力榜,V影响力榜 我出息了，居然也能进到前5，承蒙各位厚爱了
0,8,积极,未知,头条新闻,工作中暑算工伤吗;你领取高温津贴了吗,【工作中暑算工伤吗？】你领取高温津贴了吗？进入六月，高温来袭，根据规定，多地“打工人”自6月开始，可以领取高温津贴，补贴多在每月100元300元不等。快来看看你能领多少？《防暑降温措施管理办法》明确规定，劳动者从事高温作业的，依法享受岗位津贴。其中提到，用人单位安排劳动者在35以上高温天气从事室外露天作业，以及不能采取有效措施将工作场所温度降低到33以下的，应当向劳动者发放高温津贴，并纳入工资总额。这意味着，高温津贴是工资的组成部分，且防暑降温饮料不得充抵高温津贴。工作时中暑算工伤吗？各地的高温津贴标准大多针对室外露天工作，那么非露天劳动者能领到高温津贴吗？河北厚诺律师事务所律师雷家茂表示，若用人单位不能采取有效措施将作业场所温度降低到33以下不含33的，即使是非露天劳动者一般亦可享受高温津贴。随着夏季气温逐渐走高，“打工人”在高温下工作不免会感到身体不适。《防暑降温措施管理办法》第十九条规定，劳动者因高温作业或者高温天气作业引起中暑，经诊断为职业病的，享受工伤保险待遇。雷家茂解释，根据《职业病防治法》规定，劳动者可以在用人单位所在地、本人户籍所在地或者经常居住地依法承担职业病诊断的医疗卫生机构进行职业病诊断。当事人对职业病诊断有异议的，可以向作出诊断的医疗卫生机构所在地地方人民政府卫生行政部门申请鉴定。经鉴定为职业病的，职业病病人的诊疗、康复费用，伤残以及丧失劳动能力的职业病病人的社会保障，按照国家有关工伤保险的规定执行；若用人单位未为劳动者缴纳工伤保险的，则劳动者的医疗和生活保障由该用人单位承担。
7,74,积极,山东,面面俱到好运来,无,一起来踩小人，踩踩背后使坏的人、踩踩背后嚼舌头的小人，踩踩幸灾乐祸的小人 ，踩踩当面一套背后一套，踩踩总特么跟我整事的，去霉运！我也踩！去去晦气。转运哈哈哈哈哈哈…这个必须踩…鼓掌鼓掌鼓掌！传说今天踩最灵嘻嘻嘻嘻嘻嘻
0,0,积极,未知,沸点直播,剧组ICU拍剧家属称误会已解开;家属回应剧组ICU拍剧让小声哭,剧组ICU拍剧家属称误会已解开【家属回应剧组ICU拍剧让小声哭】近日，剧组ICU拍剧让患者家属哭小声点的事件引发关注。视频中，在医院ICU区域不远处，有疑似剧组工作人员架起一盏补光灯，对准一张病床进行照明，旁边还有部分摄像设备和工作人员。从视频拍摄角度看，剧组的布景设置已经占据了通道的一半空间。据澎湃新闻消息，事发时间是5月31日，地点为河南省郑州新郑市华信民生医院重症监护室门口。6月5日，视频发布者余先生表示，4日剧组和医院负责人三方见面沟通已把误会解开，请大家理性看待，避免造成不必要的伤害。郑州地点
0,1,积极,未知,厦门网,无,习语“像保护眼睛一样保护生态环境”
0,0,积极,陕西,微观大秦,饭店贴闭店陪娃高考告示被写满祝福;店主回应请假告示被写满高考祝福;高考加油,【饭店贴闭店陪娃高考告示被写满祝福心，店主：大家都很可爱，祝福学习生活一帆风顺】店主回应请假告示被写满高考祝福近日，陕西西安。一饭店门口张贴出一张“请假”告示，上面写着“家有高考生，放假半个月”，而告示的空隙处被路人写得满满当当，全部是大家对考生的祝福，如“成功上岸”、“我在大学等你”、“高考顺利”等。高考加油饭店老板钱军良表示，自己一直忙于工作，没有陪伴孩子成长，高考是人生的一件大事，想多陪陪孩子。钱军良说：“大家都很可爱，很有爱心，我也祝福大家学习生活都一帆风顺！”（白鹿视频）西安早报
115,1356,积极,未知,新浪娱乐,胡文煊报警;胡文煊回应出轨;胡文煊 孕期出轨,胡文煊报警胡文煊回应出轨6月5日，胡文煊宣晒聊天记录回应胡文煊孕期出轨，称自己与杨某溪女士于2023年正常恋爱，后因观念不一致和不堪忍受“控制欲”，曾多次真诚沟通希望好聚好散。还称杨某溪女士找酒店私开房卡擅自进入自己的房间，还报警向警方谎称胡文煊自杀以此来联系他的方式。胡文煊表示“相关诽谤内容，本人已报警，后续相关都交予警方处理。”
0,0,积极,未知,小白-看财经,专家称量化交易与3000点的市场不匹配;国企造假,专家称量化交易与3000点的市场不匹配【刘纪鹏：建议暂停量化交易和我们3000点的市场、99的散户不匹配】中国政法大学商学院原院长刘纪鹏在采访中表示，我们现在的量化基金大概占市场的2930，量化靠AI、机器操控，没有长远的战略利益考虑，基本上都是做短差，今天来讲，量化这个先进手段在中国不公平。当是一个散户市场的时候，我们为了保护这个市场，最好把这些短期行为的都杜绝。我态度很坚决，就应该暂停量化交易，量化一秒钟可以交易300次，它不是一个长期投资者，我们这个市场一定要培养长期投资者，量化基金就是靠快速地买卖频繁的进出，每天交易量增加，同时整你的钱，你剩下毛8分的都给你捞走，怎么能让他去做这个市场上2930的主力呢？今天量化交易的金额和数量，和我们3000点的市场，和我们99的散户是不匹配的。国企造假
